corpus,pool_dir,file,trace,instance_id,model,metadata_instance_id,n_llm,n_tool,peak_prompt_tokens,sum_prompt_tokens,sum_completion_tokens,llm_s,tool_s,wall_s,bucket
terminal-bench,terminal-bench-original-flat-239-20260904,tb__3d-model-format-legacy.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__3d-model-format-legacy.trace.jsonl,3d-model-format-legacy,gpt-5.6-sol,3d-model-format-legacy,42,41,35888,1031232,17042,407.5,6.0,414.1,32-64K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__accelerate-maximal-square.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__accelerate-maximal-square.trace.jsonl,accelerate-maximal-square,gpt-5.6-sol,accelerate-maximal-square,17,16,16035,166193,8558,209.4,5.2,214.7,16-32K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__acl-permissions-inheritance.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__acl-permissions-inheritance.trace.jsonl,acl-permissions-inheritance,gpt-5.6-sol,acl-permissions-inheritance,4,3,2229,6581,1216,41.4,0.0,41.5,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__adaptive-rejection-sampler.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__adaptive-rejection-sampler.trace.jsonl,adaptive-rejection-sampler,gpt-5.6-sol,adaptive-rejection-sampler,7,6,10561,40766,7427,150.4,35.4,185.8,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__add-benchmark-lm-eval-harness.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__add-benchmark-lm-eval-harness.trace.jsonl,add-benchmark-lm-eval-harness,gpt-5.6-sol,add-benchmark-lm-eval-harness,19,18,27473,300592,5278,148.1,340.8,489.1,16-32K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__aimo-airline-departures.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__aimo-airline-departures.trace.jsonl,aimo-airline-departures,gpt-5.6-sol,aimo-airline-departures,5,4,2125,8223,1460,38.4,0.2,38.7,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__amuse-install.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__amuse-install.trace.jsonl,amuse-install,gpt-5.6-sol,amuse-install,17,16,16173,111065,1800,70.5,23.8,94.4,16-32K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__analyze-access-logs.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__analyze-access-logs.trace.jsonl,analyze-access-logs,gpt-5.6-sol,analyze-access-logs,6,5,3745,18313,738,29.1,0.0,29.2,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__ancient-puzzle.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__ancient-puzzle.trace.jsonl,ancient-puzzle,gpt-5.6-sol,ancient-puzzle,12,11,3411,26838,1218,66.0,0.1,66.2,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__assign-seats.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__assign-seats.trace.jsonl,assign-seats,gpt-5.6-sol,assign-seats,10,9,2613,17980,1319,49.4,0.2,49.6,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__attention-mil.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__attention-mil.trace.jsonl,attention-mil,gpt-5.6-sol,attention-mil,7,6,7585,30455,4735,99.4,2.0,101.5,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__audio-synth-stft-peaks.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__audio-synth-stft-peaks.trace.jsonl,audio-synth-stft-peaks,gpt-5.6-sol,audio-synth-stft-peaks,11,10,8269,49507,4079,93.5,20.9,114.5,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__bank-trans-filter.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__bank-trans-filter.trace.jsonl,bank-trans-filter,gpt-5.6-sol,bank-trans-filter,6,5,7440,30437,2193,51.5,0.2,51.7,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__blind-maze-explorer-5x5.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__blind-maze-explorer-5x5.trace.jsonl,blind-maze-explorer-5x5,gpt-5.6-sol,blind-maze-explorer-5x5,8,7,3930,22329,2703,68.9,0.3,69.3,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__blind-maze-explorer-algorithm.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__blind-maze-explorer-algorithm.trace.jsonl,blind-maze-explorer-algorithm,gpt-5.6-sol,blind-maze-explorer-algorithm,10,9,5819,32667,4087,96.0,0.8,96.9,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__bn-fit-modify.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__bn-fit-modify.trace.jsonl,bn-fit-modify,gpt-5.6-sol,bn-fit-modify,12,11,5370,39334,4267,100.1,15.5,115.6,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__break-filter-js-from-html.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__break-filter-js-from-html.trace.jsonl,break-filter-js-from-html,gpt-5.6-sol,break-filter-js-from-html,2,1,1045,1045,71,19.4,0.0,19.4,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__broken-networking.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__broken-networking.trace.jsonl,broken-networking,gpt-5.6-sol,broken-networking,16,15,16638,121859,5283,134.0,17.9,152.0,16-32K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__broken-python.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__broken-python.trace.jsonl,broken-python,gpt-5.6-sol,broken-python,8,7,5696,26649,2800,66.1,6.3,72.5,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__build-cython-ext.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__build-cython-ext.trace.jsonl,build-cython-ext,gpt-5.6-sol,build-cython-ext,35,34,33060,632024,8077,247.7,117.5,365.5,32-64K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__build-initramfs-qemu.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__build-initramfs-qemu.trace.jsonl,build-initramfs-qemu,gpt-5.6-sol,build-initramfs-qemu,30,29,14439,196151,9986,265.6,8.6,274.3,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__build-linux-kernel-qemu.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__build-linux-kernel-qemu.trace.jsonl,build-linux-kernel-qemu,gpt-5.6-sol,build-linux-kernel-qemu,16,15,14418,112724,2870,85.8,277.8,363.7,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__build-pmars.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__build-pmars.trace.jsonl,build-pmars,gpt-5.6-sol,build-pmars,14,13,22561,171268,4270,120.6,15.7,136.4,16-32K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__build-pov-ray.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__build-pov-ray.trace.jsonl,build-pov-ray,gpt-5.6-sol,build-pov-ray,26,25,32413,429881,7217,203.7,420.5,624.4,32-64K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__build-stp.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__build-stp.trace.jsonl,build-stp,gpt-5.6-sol,build-stp,21,20,24137,264351,2936,122.2,117.1,239.5,16-32K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__build-tcc-qemu.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__build-tcc-qemu.trace.jsonl,build-tcc-qemu,gpt-5.6-sol,build-tcc-qemu,28,27,33518,465470,11811,294.3,100.2,394.7,32-64K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__caffe-cifar-10.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__caffe-cifar-10.trace.jsonl,caffe-cifar-10,gpt-5.6-sol,caffe-cifar-10,36,35,38462,699319,8759,230.9,1400.8,1632.1,32-64K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__cancel-async-tasks.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__cancel-async-tasks.trace.jsonl,cancel-async-tasks,gpt-5.6-sol,cancel-async-tasks,5,4,2589,8720,3038,64.2,0.6,64.7,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__cartpole-rl-training.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__cartpole-rl-training.trace.jsonl,cartpole-rl-training,gpt-5.6-sol,cartpole-rl-training,7,6,3418,15393,2039,85.7,13.8,99.6,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__causal-inference-r.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__causal-inference-r.trace.jsonl,causal-inference-r,gpt-5.6-sol,causal-inference-r,15,14,16517,153049,8093,177.7,155.6,333.4,16-32K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__chem-property-targeting.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__chem-property-targeting.trace.jsonl,chem-property-targeting,gpt-5.6-sol,chem-property-targeting,7,6,7453,31779,4938,99.5,1.2,100.7,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__chem-rf.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__chem-rf.trace.jsonl,chem-rf,gpt-5.6-sol,chem-rf,15,14,9846,82222,8982,246.6,792.7,1039.3,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__chess-best-move.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__chess-best-move.trace.jsonl,chess-best-move,gpt-5.6-sol,chess-best-move,15,14,14576,95764,6465,196.5,36.4,233.0,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__circuit-fibsqrt.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__circuit-fibsqrt.trace.jsonl,circuit-fibsqrt,gpt-5.6-sol,circuit-fibsqrt,6,5,6845,29970,5799,140.4,74.1,214.4,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__classifier-debug.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__classifier-debug.trace.jsonl,classifier-debug,gpt-5.6-sol,classifier-debug,9,8,6753,54734,4855,142.6,0.3,142.9,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__cobol-modernization.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__cobol-modernization.trace.jsonl,cobol-modernization,gpt-5.6-sol,cobol-modernization,14,13,12781,99317,9737,248.7,1.2,250.0,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__code-from-image.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__code-from-image.trace.jsonl,code-from-image,gpt-5.6-sol,code-from-image,15,14,8860,63652,3169,106.3,15.4,121.8,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__compile-compcert.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__compile-compcert.trace.jsonl,compile-compcert,gpt-5.6-sol,compile-compcert,16,15,25011,189791,4898,163.3,516.1,679.5,16-32K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__conda-env-conflict-resolution.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__conda-env-conflict-resolution.trace.jsonl,conda-env-conflict-resolution,gpt-5.6-sol,conda-env-conflict-resolution,20,19,17449,178389,4480,146.1,284.7,430.9,16-32K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__configure-git-webserver.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__configure-git-webserver.trace.jsonl,configure-git-webserver,gpt-5.6-sol,configure-git-webserver,15,14,10508,100473,4173,142.2,11.7,154.0,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__constraints-scheduling.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__constraints-scheduling.trace.jsonl,constraints-scheduling,gpt-5.6-sol,constraints-scheduling,8,7,4211,24818,1580,47.5,0.0,47.6,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__count-call-stack.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__count-call-stack.trace.jsonl,count-call-stack,gpt-5.6-sol,count-call-stack,8,7,12621,50700,2770,63.4,0.5,63.9,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__count-dataset-tokens.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__count-dataset-tokens.trace.jsonl,count-dataset-tokens,gpt-5.6-sol,count-dataset-tokens,11,10,8942,61100,3057,81.4,30.6,112.0,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__countdown-game.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__countdown-game.trace.jsonl,countdown-game,gpt-5.6-sol,countdown-game,5,4,1680,7319,655,20.9,0.1,21.0,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__cpp-compatibility.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__cpp-compatibility.trace.jsonl,cpp-compatibility,gpt-5.6-sol,cpp-compatibility,5,4,2055,7401,2212,58.0,0.1,58.1,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__cprofiling-python.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__cprofiling-python.trace.jsonl,cprofiling-python,gpt-5.6-sol,cprofiling-python,16,15,5655,54523,5404,148.3,6.6,155.0,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__crack-7z-hash.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__crack-7z-hash.trace.jsonl,crack-7z-hash,gpt-5.6-sol,crack-7z-hash,15,14,8010,68491,1661,179.2,25.7,204.9,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__create-bucket.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__create-bucket.trace.jsonl,create-bucket,gpt-5.6-sol,create-bucket,6,5,2216,8898,982,34.4,9.2,43.5,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__cron-broken-network.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__cron-broken-network.trace.jsonl,cron-broken-network,gpt-5.6-sol,cron-broken-network,14,13,17291,115101,4999,144.9,9.0,153.9,16-32K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__cross-entropy-method.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__cross-entropy-method.trace.jsonl,cross-entropy-method,gpt-5.6-sol,cross-entropy-method,15,14,16297,141550,4039,101.6,1.3,103.1,16-32K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__csv-to-parquet.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__csv-to-parquet.trace.jsonl,csv-to-parquet,gpt-5.6-sol,csv-to-parquet,9,8,2395,14104,1280,45.0,27.3,72.3,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__custom-memory-heap-crash.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__custom-memory-heap-crash.trace.jsonl,custom-memory-heap-crash,gpt-5.6-sol,custom-memory-heap-crash,26,25,18693,257726,4467,140.9,39.8,180.8,16-32K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__db-wal-recovery.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__db-wal-recovery.trace.jsonl,db-wal-recovery,gpt-5.6-sol,db-wal-recovery,16,15,19228,152005,8189,252.5,0.3,252.9,16-32K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__debug-long-program.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__debug-long-program.trace.jsonl,debug-long-program,gpt-5.6-sol,debug-long-program,5,4,2968,11376,1615,44.1,0.3,44.5,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__decommissioning-service-with-sensitive-data.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__decommissioning-service-with-sensitive-data.trace.jsonl,decommissioning-service-with-sensitive-data,gpt-5.6-sol,decommissioning-service-with-sensitive-data,9,8,3914,25120,3250,119.1,1.8,120.9,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__deterministic-tarball.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__deterministic-tarball.trace.jsonl,deterministic-tarball,gpt-5.6-sol,deterministic-tarball,16,15,10493,105205,9057,290.6,0.5,291.2,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__distribution-search.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__distribution-search.trace.jsonl,distribution-search,gpt-5.6-sol,distribution-search,7,6,4201,20828,3063,70.8,4.4,75.2,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__dna-assembly.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__dna-assembly.trace.jsonl,dna-assembly,gpt-5.6-sol,dna-assembly,13,12,11728,94747,14498,480.1,7.1,487.2,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__dna-insert.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__dna-insert.trace.jsonl,dna-insert,gpt-5.6-sol,dna-insert,9,8,10403,55201,2504,115.5,5.2,120.7,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__download-youtube.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__download-youtube.trace.jsonl,download-youtube,gpt-5.6-sol,download-youtube,11,10,6821,33449,2163,126.3,18.0,144.4,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__enemy-grid-escape.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__enemy-grid-escape.trace.jsonl,enemy-grid-escape,gpt-5.6-sol,enemy-grid-escape,15,14,17672,170336,4675,177.8,24.9,202.8,16-32K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__extract-elf.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__extract-elf.trace.jsonl,extract-elf,gpt-5.6-sol,extract-elf,10,9,9497,52343,8084,267.0,0.5,267.6,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__extract-moves-from-video.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__extract-moves-from-video.trace.jsonl,extract-moves-from-video,gpt-5.6-sol,extract-moves-from-video,28,27,26977,413667,5638,326.8,88.7,415.8,16-32K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__extract-safely.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__extract-safely.trace.jsonl,extract-safely,gpt-5.6-sol,extract-safely,5,4,2206,7515,1010,46.3,0.1,46.4,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__feal-differential-cryptanalysis.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__feal-differential-cryptanalysis.trace.jsonl,feal-differential-cryptanalysis,gpt-5.6-sol,feal-differential-cryptanalysis,3,2,1124,2173,104,52.3,0.0,52.3,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__feal-linear-cryptanalysis.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__feal-linear-cryptanalysis.trace.jsonl,feal-linear-cryptanalysis,gpt-5.6-sol,feal-linear-cryptanalysis,15,14,9487,92951,3831,126.6,41.7,168.3,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__fibonacci-server.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__fibonacci-server.trace.jsonl,fibonacci-server,gpt-5.6-sol,fibonacci-server,14,13,4823,43211,4026,121.6,3.2,124.8,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__filter-js-from-html.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__filter-js-from-html.trace.jsonl,filter-js-from-html,gpt-5.6-sol,filter-js-from-html,7,6,5861,27839,9844,208.6,0.2,208.8,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__financial-document-processor.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__financial-document-processor.trace.jsonl,financial-document-processor,gpt-5.6-sol,financial-document-processor,15,14,21205,151167,5680,124.4,41.1,165.5,16-32K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__find-official-code.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__find-official-code.trace.jsonl,find-official-code,gpt-5.6-sol,find-official-code,21,20,27685,304442,6871,207.3,29.3,236.8,16-32K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__find-restaurant.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__find-restaurant.trace.jsonl,find-restaurant,gpt-5.6-sol,find-restaurant,17,16,9580,90964,2056,99.9,1.5,101.5,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__fix-code-vulnerability.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__fix-code-vulnerability.trace.jsonl,fix-code-vulnerability,gpt-5.6-sol,fix-code-vulnerability,11,10,12586,80913,1547,90.3,1.8,92.1,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__fix-git.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__fix-git.trace.jsonl,fix-git,gpt-5.6-sol,fix-git,9,8,6104,36386,1506,48.2,0.2,48.4,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__fix-ocaml-gc.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__fix-ocaml-gc.trace.jsonl,fix-ocaml-gc,gpt-5.6-sol,fix-ocaml-gc,18,17,24045,218356,1988,128.9,179.7,308.8,16-32K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__fix-pandas-version.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__fix-pandas-version.trace.jsonl,fix-pandas-version,gpt-5.6-sol,fix-pandas-version,7,6,4441,17692,1155,32.4,9.7,42.1,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__fix-permissions.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__fix-permissions.trace.jsonl,fix-permissions,gpt-5.6-sol,fix-permissions,5,4,1395,5826,365,14.0,0.0,14.1,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__flood-monitoring-basic.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__flood-monitoring-basic.trace.jsonl,flood-monitoring-basic,gpt-5.6-sol,flood-monitoring-basic,7,6,5932,22529,1829,51.1,0.2,51.3,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__fmri-encoding-r.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__fmri-encoding-r.trace.jsonl,fmri-encoding-r,gpt-5.6-sol,fmri-encoding-r,8,7,9569,43860,4746,100.5,47.6,148.1,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__form-filling.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__form-filling.trace.jsonl,form-filling,gpt-5.6-sol,form-filling,14,13,9696,67569,8556,197.2,5.6,202.9,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__gcc-compiler-optimization.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__gcc-compiler-optimization.trace.jsonl,gcc-compiler-optimization,gpt-5.6-sol,gcc-compiler-optimization,8,7,3303,17606,2196,73.8,8.8,82.6,<16K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__gcode-to-text.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__gcode-to-text.trace.jsonl,gcode-to-text,gpt-5.6-sol,gcode-to-text,20,19,39642,407640,13606,308.8,19.0,328.0,32-64K
terminal-bench,terminal-bench-original-flat-239-20260904,tb__get-bitcoin-nodes.trace.jsonl,/home/chiyu/workspace/agent-sched-bench/traces/exports/terminal-bench-original-flat-239-20260904/tb__get-bitcoin-nodes.trace.jsonl,get-bitcoin-nodes,gpt-5.6-sol,get-bitcoin-nodes,10,9,10662,61625,5921,148.8,10.6,159.5,<16K
